subs,title
"[,],Evolution,[,],Differences between Cypriot Syllabary and Linear B,[,],Paleography,[,],Enkomi,[,],Paphos,[,],Recent Discoveries,[,],Future Prospects",Cypriot syllabary
,Cham alphabet
,Cirth
,Carian alphabets
"[,],Medieval Greek , manuscripts from which early Cyrillic letter forms take its shape,[,],Early Cyrillic manuscripts",Early Cyrillic alphabet
"[,],Late Harappan,[,],Dravidian hypothesis,[,],""Sanskritic"" hypothesis",Indus script
"[,],Vowels,[,],Consonants,[,],Conjuncts,[,],Accent marks,[,],Punctuation,[,],Old forms,[,],Numerals,[,],ISO 15919,[,],IAST,[,],Harvard-Kyoto,[,],ITRANS,[,],ALA-LC Romanization,[,],ISCII,[,],Devanagari in Unicode,[,],InScript layout,[,],Typewriter,[,],Phonetic,[,],Software,[,],Mahatma Gandhi's views on devanagari,[,],Information about devanagari,[,],Software,[,],Tools and applications",Devanagari
"[,],Consonants,[,],Vowels,[,],Affixes and word signs,[,],Ligatures,[,],Connecting letters,[,],Spacing and line consonants,[,],Arc consonants,[,],Vowels,[,],Affixes, marks, punctuation, and others",Duployan shorthand
"[,],Syllabic and final consonant forms,[,],Vowel transformations,[,],Pointing,[,],Punctuation,[,],""Syllables"", or full-size letters,[,],""Finals"", or reduced letters,[,],Diacritics,[,],Syllabaries and syllabics,[,],James Evans,[,],Origins,[,],Adoption and use,[,],Central Algonquian,[,],Inuktitut,[,],Blackfoot,[,],Carrier and other Athabaskan,[,],Free font downloads",Canadian Aboriginal syllabics
,Buhid alphabet
"[,],Vowels,[,],Consonants with killed Vowels and Conjunct Consonants",Chakma alphabet
"[,],Consonants,[,],Vowels,[,],Sorting order,[,],Support of the script in Unicode applications,[,],An extract from ",Lontara alphabet
"[,],Stroke order,[,],Tonal marks,[,],Input method,[,],Unicode",Bopomofo
"[,],Derivation,[,],Letters,[,],Formatting,[,],Punctuation,[,],Contractions,[,],Unicode rendering table,[,],Page dimensions,[,],U.S. braille literacy statistics,[,],United Kingdom",Braille
"[,],Vowels,[,],Consonants,[,],Consonant conjuncts,[,],Modifiers and others,[,],Digits and numerals,[,],The ,[,],Punctuation marks,[,],Direction,[,],Size,[,],Spacing,[,],Punctuation marks,[,],Characteristics of the orthographic word,[,],The ""matra"",[,],Redundant graphemes for the vowel sounds , and ,[,],The vowel grapheme ri,[,],The vowel sound ,[,],ত and ৎ,[,],শ, ষ and স,[,],জ and য,[,],ণ,[,],History,[,],Transliteration vs transcription,[,],Comparison of romanizations,[,],Examples,[,],Romanization reference,[,],Avro Phonetic Keyboard,[,],Bijoy keyboard layout,[,],Inscript keyboard layout,[,],Probhat keyboard layout,[,],Article 1 of the Universal Declaration of Human Rights,[,],Amar Shonar Bangla,[,],Jana Gana Mana",Bengali alphabet
,Bassa alphabet
,Bamum script
"[,],Ligatures with U,[,],Tompi,[,],Placement of diacritics for Ng and H,[,],Diacritic reordering for closed syllables,[,],Block,[,],Rendering",Batak alphabet
"[,],Vowels,[,],Consonants,[,],Pangangge suara,[,],Pangangge tengenan,[,],Pangangge aksara",Balinese alphabet
,Avestan alphabet
,Caucasian Albanian alphabet
"[,],Aramaic hypothesis,[,],Pre-Ashokan epigraphy,[,],Punctuation",Brahmi script
,Afaka syllabary
"[,],Origins,[,],Achaemenid period,[,],Aramaic-derived scripts,[,],Modern,[,],Matres lectionis",Aramaic alphabet
,Template talk:ISO 15924/footer
,Template:ISO 15924/footer
"[,],“Love point” and similar marks,[,],“question comma”, “exclamation comma”",Punctuation
,List of Latin-script letters
,Latin script in Unicode
"[,],Legendary origin account in Hyginus,[,],Original alphabet,[,],Late Antiquity,[,],Roman Cursive,[,],Secretary Hand,[,],Italic Script,[,],Copperplate and cursive",History of the Latin alphabet
,Editing Latin script (section)
,Editing Latin script (section)
"[,],Additional letter forms by type,[,],All additional letter forms (base, diacritic-attached, diacritic-detached, diacritic-overlayed) in collation order,[,],Notes",Latin-derived alphabet
,Template talk:Latin alphabet
,Editing Latin script (section)
,Template:Latin alphabet
,Universal Character Set
"[,],Chinese characters",Allography
"[,],Weight,[,],Slope,[,],Width,[,],Optimal size,[,],Metrics,[,],Serifs",Font
,Editing Template:Latin alphabet
"[,],Human Development Index,[,],Variations in definitions,[,],Other indicators,[,],Post Cold War,[,],Historic,[,],Present,[,],Environmental impact,[,],International relations,[,],Development theory,[,],European Union,[,],Multinational corporations,[,],Outsourcing",First World
,Editing Latin script (section)
,Editing Template:ISO 15924/footer
"[,],External associations (from travel abroad),[,],Loanwords from a dominant field of activity,[,],Loanword passing into general currency,[,],Loanword resistant areas,[,],English loanword exports to other languages,[,],Loanword transmission in the Ottoman Empire,[,],Dutch words in Indonesian,[,],Linguistic protectionism,[,],Changes in meaning when loaned,[,],Changes in spelling when loaned,[,],Changes in pronunciation when loaned",Loanword
"[,],Timeline of genera",Coelacanth
"[,],Headings and publication titles,[,],Computers,[,],Methods,[,],In word processing,[,],In programming,[,],Unicode case folding and script identification",Letter case
"[,],Semitic, Phoenician, Greek and Latin,[,],Consonant,[,],Vowel,[,],Orthographic confusion with the letter thorn,[,],English,[,],Other Germanic languages,[,],Spanish,[,],Portuguese,[,],Other languages",Y
"[,],Semitic,[,],Greek,[,],Etruscan,[,],Latin,[,],Last letter of the alphabet,[,],Blackletter Z",Z
"Ancient times,Middle Ages,Renaissance,18th–19th centuries,20th century,Twenty-first century",Encyclopedia
"[,],Usage in English,[,],Usage in Southeast Asia and China",X
,V
,W
,T
,S
,Q
"[,],Dog's letter",R
,P
,L
,M
,K
,H
,J
,G
,F
,D
"[,],Headings and publication titles,[,],Computers,[,],Methods,[,],In word processing,[,],In programming,[,],Unicode case folding and script identification",Letter case
,B
"[,],Old English,[,],Modern English,[,],Etymology",English alphabet
,C
,Grapheme
"[,],Definition of multilingualism,[,],Learning language,[,],Receptive bilingualism,[,],Linguistic Relativity,[,],Multilingualism = Multi-personality?,[,],Centralization of Language areas in the Brain,[,],Brain plasticity in multilingualism,[,],Aphasia in multilingualism,[,],PET scan studies on Bimodal Individuals,[,],The Executive Control System’s Role in Preventing Cross Talk,[,],Health Benefits of Multilingualism and Bilingualism,[,],Models for native language literacy programs,[,],Sequential model,[,],Bilingual model,[,],Coordinate model,[,],Outcomes,[,],Internet,[,],Policies and proposals,[,],Education,[,],Other",Multilingualism
"[,],Comparison table,[,],Vowels,[,],Transliteration vs. transcription",Romanization of Arabic
"[,],CA (Conversation Analysis),[,],DT (Discourse Transcription),[,],GAT (Gesprächsanalytisches Transkriptionssystem – Conversation Analytic transcription system),[,],HIAT (Halbinterpretative Arbeitstranskriptionen – Semiinterpretative Working Transcriptions),[,],References,[,],Further reading",Transcription (linguistics)
,Editing Latin script (section)
"[,],Non-Chinese,[,],Chinese,[,],Missionary systems,[,],Wade-Giles,[,],EFEO system,[,],Postal System,[,],Yale system,[,],Common Phonetic Spelling,[,],Qieyin Xinzi,[,],Bopomofo,[,],Gwoyeu Romatzyh,[,],Latinxua Sinwenz,[,],Hanyu Pinyin",Romanization of Chinese
,U
,Editing Latin script (section)
"[,],Related letters and other similar characters",I
"[,],English,[,],Chinese,[,],Czech and Slovak,[,],Faroese,[,],Icelandic,[,],Irish,[,],Kashubian,[,],Hungarian,[,],Polish,[,],Portuguese,[,],Scottish Gaelic,[,],Spanish,[,],Sorbian,[,],Vietnamese",Ó
"[,],Czech and Slovak,[,],Danish, Norwegian, and Swedish,[,],Dutch,[,],English,[,],French,[,],Hungarian,[,],Icelandic,[,],Italian,[,],Kashubian,[,],Portuguese,[,],Spanish,[,],Scottish Gaelic",É
"[,],Czech,[,],Faroese,[,],Hungarian,[,],Icelandic,[,],Pinyin,[,],Slovak,[,],Portuguese,[,],Italian",Ú
"[,],Faroese,[,],Hungarian, Icelandic, Czech and Slovak,[,],Tatar,[,],Vietnamese,[,],Chinese,[,],Portuguese, Spanish",Í
"[,],Chinese,[,],Irish,[,],Czech, Hungarian, and Slovak,[,],Faroese,[,],Icelandic,[,],Portuguese,[,],Scottish Gaelic,[,],Spanish,[,],Vietnamese",Á
,E
,O
,N
,Swedish alphabet
,Homonym
"[,],Origin,[,],Transcription,[,],Use in names,[,],Place in alphabet",Å
"[,],Sort keys,[,],Issues with numbers",Collation
"[,],Keyboarding",Ü
"[,],History,[,],Hiatus,[,],Non-silent vowels,[,],French,[,],English,[,],History,[,],Printing conventions in German,[,],Borrowing of German umlaut notation,[,],Use of the umlaut for special effect,[,],Vowels,[,],Consonants,[,],Calculus,[,],Keyboard input,[,],Character encodings,[,],HTML,[,],TeX",Diaeresis (diacritic)
,Editing Latin script (section)
,African reference alphabet
"[,],Consonants,[,],Vowels,[,],Tones,[,],Phonotactics",Ga language
,African studies
,A
"[,],Dialects,[,],Consonants,[,],Glottalic consonants,[,],Vowels,[,],Tones,[,], (Latin),[,], (Arabic),[,],Other systems,[,],Dictionaries,[,],Courses,[,],News and radio",Hausa language
"[,],Consonants,[,],Vowels,[,],Tones,[,],Phonotactics",Adangme language
,Faroese alphabet
"[,],English,[,],Esperanto,[,],Galician,[,],Irish,[,],Italian,[,],Malay,[,],Maltese,[,],Tlingit,[,],Taiwanese,[,],Uyghur",Gh (digraph)
,Editing Latin script (section)
"[,],Deleted letter,[,],Notes",Icelandic alphabet
"[,],General description,[,],Realisation in non-standard Englishes,[,],Acquisition problems,[,],Initial position,[,],Medial position,[,],Final position,[,],Plurals,[,],Grammatical alternation,[,],Regional differences in distribution,[,],Germanic origins,[,],Old English,[,],Development up to Modern English,[,],⟨th⟩ for /θ/ and /ð/,[,],⟨th⟩ for /t/,[,],⟨th⟩ for /th/",Pronunciation of English ⟨th⟩
,Insular G
"[,],Integration with domain names,[,],Use in URLs,[,],Other symbols for the palatal nasal,[,],Other letters with a tilde",Ñ
"[,],Old English,[,],Middle English,[,],Scots,[,],After the development of printing",Yogh
,Eth
,Wynn
,Long s
,List of Latin-script letters
"[,],English,[,],Icelandic,[,],Constructed languages",Thorn (letter)
"[,],Roman typeface,[,],Adelung's and Heyse's rules,[,],Usage before the spelling reform of 1996,[,],Substitution and all caps,[,],Switzerland and Liechtenstein,[,],Upper case,[,],Lowercase beta,[,],Uppercase B",ß
"[,],Latin influence,[,],Norse influence,[,],Celtic influence,[,],Morphology,[,],Syntax,[,],Conventions of modern editions,[,],[,],The Lord's Prayer,[,],Charter of Cnut",Old English
,Œ
"[,],Encoding and display,[,],Programming languages,[,],Text markup,[,],Unix shells,[,],Web standards",Ampersand
,Editing Latin script (section)
"[,],A,[,],B,[,],C,[,],D,[,],E,[,],G,[,],H,[,],I,[,],J–L,[,],N,[,],O,[,],P–R,[,],S,[,],T,[,],U–W,[,],X–Z,[,],other",List of Latin-script trigraphs
"[,],English ,[,],Latin ,[,],Germanic languages,[,],Ossetic ,[,],South America",Æ
"[,],A,[,],B,[,],C,[,],D,[,],E,[,],G,[,],H,[,],I,[,],J–L,[,],N,[,],O,[,],P–R,[,],S,[,],T,[,],U–W,[,],X–Z,[,],other",List of Latin-script trigraphs
,Milanese dialect
,Editing Latin script (section)
,Handwriting
,Trigraph (orthography)
"[,],English,[,],Spanish,[,],Albanian,[,],German,[,],Irish,[,],Occitan,[,],Uyghur,[,],Uzbek,[,],Ido",Sh (digraph)
"[,],Technical transcription,[,],Vernacular orthographies",Eng (letter)
"[,],Braille,[,],Structure,[,],Usage,[,],History,[,],Separate letter,[,],Collation",Ch (digraph)
,Latin-script multigraph
,List of Latin-script digraphs
"[,],Sort keys,[,],Issues with numbers",Collation
"[,],Stylistic ligatures,[,],German ß,[,],Letters and diacritics originating as ligatures,[,],Symbols originating as ligatures,[,],Digraphs,[,],Latin-derived alphabets that use special ligatures,[,],Chinese ligatures,[,],Ligatures in Unicode (Latin-derived alphabets)",Typographic ligature
"[,],A Classical definition,[,],Various scripts,[,],Upper and lower case,[,],Typeface and font",Letter (alphabet)
,Editing Latin script (section)
"[,],Additional letter forms by type,[,],All additional letter forms (base, diacritic-attached, diacritic-detached, diacritic-overlayed) in collation order,[,],Notes",Latin-derived alphabet
"[,],1992 Elections,[,],2009 Elections",Kurdistan Regional Government
"[,],Consonants,[,],Vowels,[,],Kurdish-only dictionaries,[,],Kurdish–English dictionaries",Kurdish language
,Editing Latin script (section)
"Origins,Medieval period,Ottoman period,20th century,Iraq,Turkey,Iran,Syria,Armenia,Azerbaijan,Diaspora,Islam,Ahl-i Haqq (Yarsan),Yazidis,Zoroastrianism,Judaism and Christianity",Kurdish people
,Uniform Turkic Alphabet
,Kyrgyz people
"[,],Antiquity and Middle Ages,[,],Early modern period,[,],Russian Empire,[,],Soviet and Romanian administration,[,],Secession,[,],War of Transnistria,[,],Further negotiations,[,],Administrative divisions,[,],International relations,[,],Transnistria border customs dispute,[,],Russian military presence in Transnistria,[,],Economic history,[,],Macroeconomics,[,],External trade,[,],Economic sectors,[,],Incidents,[,],Media,[,],Moldovan schools,[,],Local links",Transnistria
"[,],Kazakh,[,],Music,[,],Oral history,[,],Marriage,[,],History of the Hordes,[,],Russia,[,],China,[,],Mongolia,[,],Uzbekistan,[,],Iran",Kazakhs
"[,],Early written records,[,],Geographical expansion and development,[,],Schema,[,],Members",Turkic languages
"[,],Spring/summer period,[,],Fall/winter period,[,],Volga Tatars,[,],Crimean Tatars,[,],Lipka Tatars,[,],Other Tatars,[,],Tatar Artists,[,],Tatar Athletes,[,],Tatar Businessmen,[,],Tatar Poets",Tatars
"[,],Ethnogenesis,[,],Middle Ages,[,],Early modern period,[,],1735 Bashkir War",Bashkirs
